Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
res-6XJ1JNZ2,BigQuery,94.6982,Requests,asia-northeast1,98,36.52,9147252920,14178293537,29-07-2024 19:36,01-08-2024 02:52,7.05,667.62,668,55444
res-LBZMB3VM,Cloud Endpoints,323.6305,GB,asia-east1,85.01,78.84,84496301651,85421901662,09-08-2024 12:31,12-08-2024 05:46,5.99,1938.55,1939,160937
res-O49NSWHT,Cloud Memorystore,773.7328,GB,southamerica-east1,0.72,75.7,52580606871,54718220720,17-07-2024 04:03,21-07-2024 09:30,7.67,5934.53,5935,492605
res-20FMK4XS,Cloud CDN,654.2975,GB,northamerica-northeast1,20.92,76.59,16174137911,18145286001,22-07-2024 05:48,26-07-2024 08:19,1.36,889.84,890,73870
res-17K5MA2I,Cloud Armor,353.1097,GB,asia-northeast1,71.19,63.19,75436784164,84411038163,10-08-2024 06:16,11-08-2024 23:25,5.27,1860.89,1861,154463
res-GDQLCMX8,Cloud Data Fusion,733.4302,Requests,europe-west1,59.44,62.96,65233713287,71396549568,10-08-2024 18:16,15-08-2024 05:38,5.54,4063.2,4063,337229
res-NKCZLRJU,Cloud SQL,440.8594,GB,asia-east1,63.21,81.01,78340522052,85056013216,08-07-2024 09:40,11-07-2024 04:11,4.18,1842.79,1843,152969
res-Q1HJ9CE1,Cloud SQL,829.9321,GB,asia-northeast1,95.97,44.27,12624630979,14756357058,10-07-2024 08:31,15-07-2024 07:34,7.56,6274.29,6274,520742
res-6LM9YMD7,Cloud NAT,987.5483,Requests,southamerica-east1,64.58,63.3,26239273306,34223805256,03-07-2024 04:28,07-07-2024 19:51,3.21,3170.03,3170,263110
res-12TS2RYR,Cloud Run,110.8,Hours,us-central1,17.24,65.59,4984717928,7461405073,05-08-2024 12:56,10-08-2024 03:44,6.1,675.88,676,56108
res-O8PDL53S,Compute Engine,96.1333,Hours,europe-west1,19.84,38.28,26883540687,29144872044,20-08-2024 14:01,24-08-2024 14:09,3.84,369.15,369,30627
res-3KX732X1,Cloud VPN,970.2519,GB,us-east1,0.88,78.54,24663740242,33163141551,25-07-2024 16:18,28-07-2024 00:17,5.05,4899.77,4900,406700
res-JVCW6WXY,BigQuery,205.2521,Requests,europe-west1,54.75,93.39,87248623585,91585705285,17-08-2024 10:09,20-08-2024 20:51,6.77,1389.56,1390,115370
res-SXWYPIJP,Cloud Storage,670.2735,Requests,asia-northeast1,46.23,64.83,19597849520,29080373672,04-07-2024 07:15,07-07-2024 20:33,8.42,5643.7,5644,468452
res-2QQ6HOHO,BigQuery,851.117,GB,northamerica-northeast1,27.67,10.1,93663664453,1.0151E+11,06-08-2024 06:00,12-08-2024 04:45,2.21,1880.97,1881,156123
res-PAFNOK2A,Cloud Dataproc,424.6237,Requests,asia-northeast1,8.65,10.66,17545090790,20838682033,14-07-2024 13:19,15-07-2024 16:07,7.05,2993.6,2994,248502
res-D79LIUCM,Cloud Endpoints,839.2951,Requests,australia-southeast1,13.28,86.26,99716836901,1.0007E+11,10-07-2024 03:33,14-07-2024 06:12,6.07,5094.52,5095,422885
res-O7TJPBX0,Cloud NAT,390.8588,GB,us-central1,98.64,64.86,87072187476,87524967649,21-07-2024 05:57,23-07-2024 17:52,4.56,1782.32,1782,147906
res-WGSVDFWN,Cloud VPN,972.7981,Requests,europe-west3,97.98,92.04,98221012165,1.06189E+11,20-07-2024 14:08,21-07-2024 15:14,4.61,4484.6,4485,372255
res-4DO2MP7J,Cloud Load Balancing,94.5509,GB,southamerica-east1,13.6,72.79,94448273573,96861440000,13-07-2024 13:32,15-07-2024 19:56,9.47,895.4,895,74285
res-E1TEQ68A,Cloud Build,421.893,Requests,europe-west3,74.52,16.13,74428790693,80406552383,30-06-2024 21:27,04-07-2024 02:55,4.91,2071.49,2071,171893
res-9EXDL0LJ,Dataflow,45.2833,Hours,us-east1,34.31,45.39,91887898050,97319003375,12-08-2024 03:32,14-08-2024 00:49,8.17,369.96,370,30710
res-9I0KF8ZE,Cloud Interconnect,194.5629,Requests,asia-east1,65.68,58.07,41353387123,42888320883,27-08-2024 00:40,01-09-2024 20:33,3.59,698.48,698,57934
res-1P8GV0VG,Container Registry,296.3158,GB,us-west1,43.62,75.96,26330187674,31202524260,24-07-2024 15:06,26-07-2024 02:35,8.5,2518.68,2519,209077
res-C6M2YMQC,Pub/Sub,664.4434,Requests,northamerica-northeast1,84.34,39.99,19127660859,27734835528,25-08-2024 03:48,27-08-2024 04:10,2.46,1634.53,1635,135705
res-Y540QPHT,Pub/Sub,978.5674,GB,southamerica-east1,24.37,98.76,49432835031,55790794157,21-07-2024 02:48,22-07-2024 16:44,2.78,2720.42,2720,225760
res-74241U61,Kubernetes Engine,99.95,Hours,australia-southeast1,83.18,59.63,91222256614,97205628513,16-07-2024 06:46,20-07-2024 10:43,4.58,457.77,458,38014
res-6F43M9Y6,Cloud Armor,553.1158,Requests,asia-east1,44.1,34.63,55231442932,61525169383,16-08-2024 12:47,19-08-2024 23:20,3.18,1758.91,1759,145997
res-VWM05I69,Cloud Load Balancing,977.6097,GB,southamerica-east1,32.34,42.97,65787375716,74610547787,22-08-2024 22:04,24-08-2024 11:22,7.47,7302.74,7303,606149
res-G5VJ1M4Z,Dataflow,92.6833,Hours,us-east1,42.96,39.11,93946177259,1.03707E+11,22-08-2024 13:37,26-08-2024 10:18,5.16,478.25,478,39674
res-HS2X631B,Kubernetes Engine,135.65,Hours,europe-north1,44.81,78.87,48852615149,51565864749,21-08-2024 14:27,27-08-2024 06:06,7.99,1083.84,1084,89972
res-LYGNJ32Z,Cloud Run,113.9667,Hours,europe-north1,83.34,51.43,32128373004,38191273413,18-08-2024 21:39,23-08-2024 15:37,6.16,702.03,702,58266
res-Z56ZPSDU,Compute Engine,125.2833,Hours,us-east1,28.85,92.55,20719596409,29680737705,06-08-2024 15:30,11-08-2024 20:47,2.45,306.94,307,25481
res-C6R5KLBL,Cloud NAT,360.9702,Requests,europe-north1,48.3,90.99,27754618690,35507304239,16-07-2024 19:22,22-07-2024 02:40,5.16,1862.61,1863,154629
res-5GDKWNDY,Cloud Endpoints,480.5511,GB,northamerica-northeast1,24.66,3.98,30514861798,35153310829,28-07-2024 06:36,29-07-2024 20:56,6,2883.31,2883,239289
res-T3Y6SA4H,Cloud Build,220.6895,GB,asia-southeast1,60.44,77.79,62721425289,67805433734,26-08-2024 17:36,01-09-2024 03:34,7.51,1657.38,1657,137531
res-1HP4FD4P,Firestore,499.9709,Requests,australia-southeast1,45.68,22.22,13379480317,17283883409,13-07-2024 04:51,14-07-2024 12:33,1.87,934.95,935,77605
res-GZ7OSG7F,Cloud Interconnect,402.6602,Requests,europe-north1,34.9,34.24,4051874744,6569214624,02-08-2024 04:53,07-08-2024 01:59,9.57,3853.46,3853,319799
res-JVCSJXZW,Firestore,230.4643,GB,europe-west1,52.02,75.19,49637105643,51071043166,09-07-2024 13:12,14-07-2024 08:27,6.85,1578.68,1579,131057
res-3KHNOERC,Cloud Interconnect,607.4707,GB,southamerica-east1,18.05,9.28,69669692064,76918930113,03-08-2024 02:49,05-08-2024 21:27,2.75,1670.54,1671,138693
res-82O1CU5O,Kubernetes Engine,46.6333,Hours,asia-east1,50.19,66.6,11043575144,13633323065,26-08-2024 12:25,28-08-2024 11:03,6.58,306.85,307,25481
res-FKBX47G9,Cloud Run,38.2167,Hours,europe-north1,41.18,81.14,21583247587,25875971843,02-07-2024 01:26,03-07-2024 15:39,4.71,180,180,14940
res-VN7DLO1M,Cloud Interconnect,506.0399,Requests,asia-southeast1,2.5,40.41,64079190131,66145003338,05-07-2024 18:19,11-07-2024 03:18,4,2024.16,2024,167992
res-DN37URKZ,Cloud NAT,532.48,Requests,asia-northeast1,16.08,67.34,15502968944,23111173365,15-08-2024 15:40,20-08-2024 18:08,2.98,1586.79,1587,131721
res-4E62CARB,Cloud Storage,663.0369,Requests,europe-west3,22.24,40.82,92734171158,98804510325,24-07-2024 04:01,25-07-2024 20:19,6.84,4535.17,4535,376405
res-5GP5VC4H,Cloud SQL,137.6362,GB,us-central1,55.5,63.99,87647637512,90309475809,24-07-2024 21:27,27-07-2024 04:38,9.58,1318.55,1319,109477
res-NSTICBTG,Pub/Sub,345.3023,Requests,northamerica-northeast1,37.54,1.19,12677499842,20926457530,25-07-2024 08:44,29-07-2024 02:41,4.51,1557.31,1557,129231
res-0WGR132X,Cloud Memorystore,825.0126,Requests,us-east1,44.96,44.96,8940332711,16970478480,24-08-2024 11:01,29-08-2024 09:16,9.82,8101.62,8102,672466
res-1ET43TWO,Cloud NAT,515.2714,Requests,europe-west1,59.39,3.49,90804234874,95479814717,15-07-2024 16:29,21-07-2024 14:50,1.4,721.38,721,59843
res-J3K0S8WA,Cloud VPC,645.6266,Requests,asia-east1,83.99,46.32,80352049200,81047715753,13-08-2024 20:09,16-08-2024 02:50,1.47,949.07,949,78767
res-ZNB547LC,Cloud Memorystore,153.5011,Requests,us-east1,26.65,8.78,47511595763,54074999234,03-07-2024 05:37,05-07-2024 22:48,3.08,472.78,473,39259
res-TJ8PJWH3,Cloud CDN,776.2761,Requests,southamerica-east1,59.36,91.81,75364762439,83411061952,12-07-2024 07:38,14-07-2024 04:33,2.36,1832.01,1832,152056
res-X8Z2TTPB,Cloud Build,722.3221,GB,asia-southeast1,94.84,65.76,81479153306,86249992427,23-07-2024 08:25,26-07-2024 00:26,8.63,6233.64,6234,517422
res-ID3TQL0D,Cloud NAT,335.0037,Requests,asia-southeast1,69.96,68.23,43868885858,52444783637,03-07-2024 23:07,06-07-2024 01:26,6.48,2170.82,2171,180193
res-VQUTFC77,Cloud Functions,68.5667,Hours,europe-north1,35.79,67.52,47407570072,55754811438,27-08-2024 17:51,30-08-2024 14:25,7.38,506.02,506,41998
res-3KUVBA4U,Kubernetes Engine,143.45,Hours,europe-north1,61.69,53.28,43537352308,47365560959,18-08-2024 12:20,24-08-2024 11:47,4.37,626.88,627,52041
res-8TQHCUBR,Firestore,64.4925,GB,europe-west3,60.79,7.4,93989384817,94119404545,24-08-2024 08:55,27-08-2024 21:14,4.35,280.54,281,23323
res-G1UKX19E,Cloud CDN,488.8016,GB,southamerica-east1,93.75,81.69,48017673402,53416146845,19-07-2024 11:22,22-07-2024 06:10,7.74,3783.32,3783,313989
res-5Z4G3E2Q,BigQuery,165.4426,Requests,asia-east1,10.47,51.64,41660392600,49886997678,25-07-2024 06:42,29-07-2024 03:58,9.18,1518.76,1519,126077
res-389SKH1S,AI Platform,55.9333,Hours,asia-east1,1.43,54.69,56540203796,65733481253,15-07-2024 07:25,17-07-2024 15:21,8.44,472.08,472,39176
res-PMFSLBBH,Cloud Run,70.2667,Hours,northamerica-northeast1,81.57,85.12,88789753885,96741542761,03-07-2024 23:16,06-07-2024 21:32,4.31,302.85,303,25149
res-PUPHN3NU,Cloud CDN,707.5356,Requests,europe-north1,42.57,57.09,32886761948,35853807212,20-08-2024 00:05,23-08-2024 18:16,1.38,976.4,976,81008
res-EYL1TUPP,Cloud Armor,837.1211,GB,europe-west1,58.63,4.35,42359675619,48886874049,29-07-2024 16:17,03-08-2024 12:06,9.61,8044.73,8045,667735
res-J19CN3NN,Cloud Functions,100.2167,Hours,southamerica-east1,51.68,40.39,87228922486,88742671577,03-07-2024 03:00,07-07-2024 07:13,7.25,726.57,727,60341
res-YJD6C3D4,Kubernetes Engine,133.9833,Hours,northamerica-northeast1,48.01,77.78,86808016202,96487241274,09-08-2024 04:02,14-08-2024 18:01,4.8,643.12,643,53369
res-CUF8T9GJ,Compute Engine,90.0333,Hours,us-central1,27.91,20.82,35168275881,35549490094,04-08-2024 16:44,08-08-2024 10:46,2.56,230.49,230,19090
res-ZYJ0EG74,Cloud Data Fusion,967.6514,Requests,us-east1,71.99,90.71,88850957657,97055839525,29-07-2024 08:23,03-08-2024 08:06,5.38,5205.96,5206,432098
res-OGSC78DB,Cloud CDN,258.9203,GB,asia-east1,26.6,9.73,62749645572,69290341947,07-08-2024 00:55,09-08-2024 15:42,7.84,2029.94,2030,168490
res-VE7R48S7,Cloud VPN,486.0461,Requests,asia-northeast1,53.95,27.86,15964690505,24126435025,23-08-2024 05:56,27-08-2024 16:32,9.81,4768.11,4768,395744
res-LOLZV3LI,AI Platform,101.0333,Hours,northamerica-northeast1,65.04,3.91,66129027399,70445684715,19-07-2024 07:56,23-07-2024 12:58,8.86,895.16,895,74285
res-5X6K6WLT,Cloud VPC,739.8663,Requests,asia-east1,96.28,35.39,75172925598,80420687118,08-07-2024 16:17,12-07-2024 19:01,4.92,3640.14,3640,302120
res-0CUDY9AM,Compute Engine,67.9333,Hours,europe-west3,36.04,12.92,87765223697,94004249669,03-07-2024 18:57,06-07-2024 14:53,8.64,586.94,587,48721
res-AQ4RAS3L,Cloud Dataproc,14.7407,Requests,us-west1,27.66,9.87,99045026637,1.02258E+11,08-08-2024 01:50,09-08-2024 13:23,6.47,95.37,95,7885
res-646U2LFY,Cloud Endpoints,678.9377,Requests,asia-northeast1,49.9,77.79,36243105504,37904911914,31-07-2024 02:38,04-08-2024 22:17,7.93,5383.98,5384,446872
res-AL8CY2G4,Cloud Endpoints,16.014,Requests,southamerica-east1,86.77,30.59,75582087702,83456067239,26-07-2024 01:57,30-07-2024 20:00,1.41,22.58,23,1909
res-I1EQ5CLU,Cloud Build,640.3689,Requests,northamerica-northeast1,33.89,46.71,89864872774,91252171321,27-07-2024 10:53,29-07-2024 05:37,3.46,2215.68,2216,183928
res-RX9UX2JI,Cloud Functions,67.6167,Hours,asia-east1,73.97,13.99,69401060148,78819950569,26-08-2024 19:54,29-08-2024 15:31,2.24,151.46,151,12533
res-XZR73CZX,Pub/Sub,537.9744,Requests,us-central1,80.8,20.89,3993477298,11595695364,11-07-2024 20:55,16-07-2024 23:06,3.68,1979.75,1980,164340
res-0TOZI6GW,Cloud Data Fusion,429.39,GB,southamerica-east1,88.89,58.96,49294000807,51881763823,15-08-2024 07:46,16-08-2024 10:47,8.76,3761.46,3761,312163
res-73GJ8ZUQ,Cloud Functions,113.7167,Hours,australia-southeast1,22.19,50.81,72922188358,73740836405,03-08-2024 05:48,07-08-2024 23:31,8.26,939.3,939,77937
res-AEERPNRU,Cloud Storage,68.3914,Requests,asia-southeast1,56.02,62.7,1182748459,5830753913,20-07-2024 16:24,24-07-2024 11:07,5.23,357.69,358,29714
res-04VZR9YX,Cloud Data Fusion,863.095,Requests,asia-southeast1,44.24,88.33,83139711355,90368691633,14-07-2024 21:40,17-07-2024 23:14,6.45,5566.96,5567,462061
res-XCM67VGG,Cloud NAT,942.5422,GB,asia-east1,88.72,54.12,72585159345,80787050908,09-07-2024 01:42,10-07-2024 02:51,6.33,5966.29,5966,495178
res-MHUZ0UCB,Cloud NAT,593.7,GB,southamerica-east1,25.5,89.97,32996592113,40478716789,03-08-2024 07:49,04-08-2024 15:05,5.58,3312.85,3313,274979
res-6DI4L9KW,Cloud Run,120.0333,Hours,asia-southeast1,63.32,15.88,38518452231,45323568182,10-08-2024 20:23,15-08-2024 20:25,2.8,336.09,336,27888
res-1OTG2ED8,Dataflow,131.4333,Hours,us-central1,81.15,33.15,79097760525,85922163334,13-07-2024 01:04,18-07-2024 12:30,3.04,399.56,400,33200
res-YC6UWXKN,AI Platform,69.4,Hours,asia-southeast1,47.99,94.08,33005849885,36574371942,16-08-2024 12:56,19-08-2024 10:20,6.81,472.61,473,39259
res-EZZPDSGT,Compute Engine,101.5,Hours,asia-southeast1,37.57,32.15,81529079148,81835001901,09-07-2024 18:39,14-07-2024 00:09,9.82,996.73,997,82751
res-1RO85N0I,Compute Engine,67.75,Hours,southamerica-east1,40.24,94.45,97156852662,98079959949,02-07-2024 16:06,05-07-2024 11:51,4.51,305.55,306,25398
res-B0V0BXYX,Cloud Dataproc,107.2042,GB,us-east1,23.43,19.38,59333182051,64311680089,15-07-2024 03:58,20-07-2024 08:41,1.9,203.69,204,16932
res-Q1Z642YW,Cloud Interconnect,644.9753,GB,us-east1,8.12,42.07,58377579384,66988761329,12-07-2024 00:22,16-07-2024 07:59,6.14,3960.15,3960,328680
res-7I5BNPH4,Kubernetes Engine,128.65,Hours,australia-southeast1,35.24,50.33,83290683034,91928101174,05-08-2024 00:53,10-08-2024 09:32,5.13,659.97,660,54780
res-8OS99PYD,Cloud Spanner,270.5498,GB,southamerica-east1,24.7,82.03,19913289223,20800449857,24-07-2024 15:27,29-07-2024 04:45,4.76,1287.82,1288,106904
res-8BZBGC0U,Cloud Dataproc,849.6378,GB,europe-west3,59.54,17.43,81159809793,89779274593,17-08-2024 21:39,22-08-2024 04:18,3.77,3203.13,3203,265849
res-0PKXQAXF,Cloud Endpoints,716.3448,GB,us-east1,85.67,57.03,13501372933,20403329092,01-07-2024 15:41,04-07-2024 16:28,6.11,4376.87,4377,363291
res-16BUMNBK,Cloud Memorystore,244.6044,GB,europe-west1,90.6,16.05,88097720514,94193794566,24-07-2024 09:58,28-07-2024 02:59,9.4,2299.28,2299,190817
res-MF8DX3V6,Cloud Armor,766.1013,GB,us-central1,59.37,20.17,53390461988,54709974307,18-08-2024 01:24,20-08-2024 23:03,7.74,5929.62,5930,492190
res-H0DVICQY,Cloud Memorystore,605.434,GB,southamerica-east1,22.52,11.7,6036170510,13165027627,12-08-2024 15:35,17-08-2024 09:50,5.04,3051.39,3051,253233
res-MMDE8EPH,Cloud Memorystore,314.7352,Requests,asia-southeast1,39.3,69.62,21937055382,31689047998,05-07-2024 01:50,10-07-2024 11:08,3.65,1148.78,1149,95367
res-4S2BRMYT,Cloud Build,487.5577,GB,australia-southeast1,96.89,87.84,59664182873,69600922086,18-07-2024 11:19,20-07-2024 02:34,4.79,2335.4,2335,193805
res-XQL2AHQF,Cloud Spanner,594.3292,Requests,australia-southeast1,55.72,40.37,93121260940,98127926613,16-07-2024 13:39,20-07-2024 13:48,4.18,2484.3,2484,206172
res-RQBGWF4Z,Firestore,383.5646,Requests,australia-southeast1,5.05,34.96,88559986595,89255621280,22-07-2024 09:06,25-07-2024 08:23,8.82,3383.04,3383,280789
res-6RW65FE5,Kubernetes Engine,105.5833,Hours,asia-southeast1,29.94,23.61,85636532562,86136300829,25-08-2024 05:16,29-08-2024 14:51,4.73,499.41,499,41417
res-BCMWHPZX,Cloud Endpoints,477.7968,GB,asia-east1,43.56,38.53,16295257581,24012462997,06-07-2024 02:37,08-07-2024 00:39,9.77,4668.07,4668,387444
res-O31OVWGU,Cloud Spanner,479.4566,Requests,us-central1,49.46,31.14,2200590863,5869948955,10-07-2024 17:49,12-07-2024 07:36,5.7,2732.9,2733,226839
res-E7UTIGZQ,BigQuery,44.9267,Requests,southamerica-east1,73.8,27.76,1840679990,5778710739,12-07-2024 19:53,16-07-2024 12:05,6.49,291.57,292,24236
res-09E1SUAC,Cloud VPN,766.1311,Requests,europe-west3,30.35,94.56,36366480544,40273228745,09-08-2024 02:47,14-08-2024 13:38,8.48,6496.79,6497,539251
res-7DE9JX1O,Cloud VPN,470.6748,GB,northamerica-northeast1,0.67,93.53,75117876119,78971281541,01-08-2024 04:56,05-08-2024 03:45,9.45,4447.88,4448,369184
res-KMJ0ZWLU,Cloud NAT,745.3387,GB,europe-west3,11.58,44.74,6524190357,14915097594,26-07-2024 13:07,28-07-2024 14:09,9.25,6894.38,6894,572202
res-7YHGGLUF,Cloud Memorystore,377.7123,GB,europe-north1,50.22,39.91,26240086510,35351274293,16-07-2024 09:36,18-07-2024 10:08,8.04,3036.81,3037,252071
res-AVL32DIT,AI Platform,122.5333,Hours,asia-southeast1,28.98,27.72,44940959229,52781538229,23-07-2024 04:35,28-07-2024 07:07,5.24,642.07,642,53286
res-NDDYJYFK,Cloud Spanner,864.4102,GB,australia-southeast1,52.27,85.56,88170142617,89904941045,26-08-2024 21:29,01-09-2024 07:46,2.05,1772.04,1772,147076
res-VUQ7XBR2,AI Platform,51.5167,Hours,europe-north1,5.71,21.9,32131523802,37261477279,22-07-2024 21:31,25-07-2024 01:02,3.3,170.01,170,14110
res-58DCP6N2,Cloud Build,304.946,GB,europe-west1,53.64,27.09,63037904388,70624945076,02-07-2024 08:08,06-07-2024 11:58,5.61,1710.75,1711,142013
res-OZI3Q9ZQ,Cloud NAT,996.0188,GB,us-east1,4.19,45.77,8896119203,13158550787,27-08-2024 18:28,31-08-2024 02:48,4.11,4093.64,4094,339802
res-BTHVTPVM,Cloud Memorystore,556.7204,Requests,us-east1,83.25,23.02,62355715755,63884545299,29-08-2024 13:29,03-09-2024 00:21,6.5,3618.68,3619,300377
res-C5CZKKHQ,Cloud Armor,496.1508,Requests,asia-east1,55,38.71,4799310440,9647490183,07-08-2024 20:19,13-08-2024 08:27,5.87,2912.41,2912,241696
res-VF6FXCMT,Firestore,10.5402,Requests,us-central1,84.79,69.28,6183948417,12748356367,03-07-2024 07:41,06-07-2024 06:09,1.32,13.91,14,1162
res-72P7USQ6,Cloud SQL,807.1147,Requests,europe-north1,7.5,81.05,44721659132,48929081036,12-08-2024 12:15,14-08-2024 16:49,8.39,6771.69,6772,562076
res-PTRRMRUK,Cloud Interconnect,421.5073,GB,europe-north1,55.6,58.23,76446416469,79000523255,12-08-2024 17:35,17-08-2024 13:55,6.55,2760.87,2761,229163
res-IJNXZ1NF,Container Registry,850.1416,Requests,europe-north1,69.25,79.97,99837928325,1.07272E+11,12-07-2024 11:01,15-07-2024 02:01,8.23,6996.67,6997,580751
res-8F9Q0YB6,Cloud VPC,169.1456,GB,us-east1,62.75,96.88,56748191227,62322743245,14-08-2024 09:33,19-08-2024 06:31,1.85,312.92,313,25979
res-ZT4WVZWK,Cloud Run,47.05,Hours,southamerica-east1,98.37,72.23,47622186957,51931350562,23-07-2024 21:19,25-07-2024 20:22,1.82,85.63,86,7138
res-KSQS8ZME,Cloud Spanner,365.9219,Requests,southamerica-east1,95.56,72.32,65269561010,73064136090,11-07-2024 19:28,14-07-2024 06:36,7.23,2645.62,2646,219618
res-LYT5L04L,Cloud Dataproc,249.2844,Requests,northamerica-northeast1,45.3,34.28,15861339674,19799823950,10-07-2024 03:58,11-07-2024 16:23,3.53,879.97,880,73040
res-Z20WG5ZX,Container Registry,797.4945,Requests,europe-north1,65.91,16.06,92687205187,97209143636,10-07-2024 18:39,13-07-2024 13:42,7.3,5821.71,5822,483226
res-S0A3I6KB,Cloud CDN,226.5132,Requests,us-central1,54.61,56.86,63126220369,67059945319,10-08-2024 04:48,15-08-2024 11:45,5.25,1189.19,1189,98687
res-EJM2VMLK,Cloud Spanner,87.8738,GB,europe-west1,97.45,80.05,89316801399,89912632274,02-07-2024 11:06,08-07-2024 02:42,2.5,219.68,220,18260
res-1N1PQBTG,Dataflow,143.3,Hours,europe-west1,80.47,96.47,42366270242,48866602335,13-08-2024 21:05,19-08-2024 20:23,4.37,626.22,626,51958
res-9DDBUWHQ,Kubernetes Engine,25.5,Hours,asia-southeast1,62.01,87.4,28455636699,36029218777,09-08-2024 07:48,10-08-2024 09:18,4.24,108.12,108,8964
res-KC83Q99Y,Cloud Run,80.2667,Hours,europe-west1,31.15,9.74,93211993022,1.01672E+11,06-07-2024 03:49,09-07-2024 12:05,7.62,611.63,612,50796
res-YD1IOCX0,Cloud Build,417.9798,Requests,southamerica-east1,14.52,59.68,86429005279,94562441355,14-08-2024 09:24,19-08-2024 04:58,9.82,4104.56,4105,340715
res-US4RKQ3B,Cloud SQL,438.1467,Requests,us-east1,80.25,53.74,66205049163,75089217569,10-08-2024 00:14,14-08-2024 00:00,2.69,1178.61,1179,97857
res-45UOBT4K,Container Registry,568.0884,GB,europe-west3,59.15,20.62,43277879187,50138790345,19-07-2024 09:00,22-07-2024 01:48,6.52,3703.94,3704,307432
res-R6V1BSDX,AI Platform,139.5167,Hours,australia-southeast1,34.64,35.93,2537925189,9859247924,18-08-2024 20:33,24-08-2024 16:04,2.38,332.05,332,27556
res-539OP86H,Cloud VPN,904.0008,GB,southamerica-east1,90.33,23.82,12342194435,14000778703,16-07-2024 20:58,19-07-2024 12:53,5.12,4628.48,4628,384124
res-R6V5BB2L,Cloud Load Balancing,805.2556,Requests,northamerica-northeast1,1.32,59.95,10002349370,18870602491,10-07-2024 11:03,16-07-2024 06:44,8.36,6731.94,6732,558756
res-2RV15ZP7,Cloud Build,428.4611,Requests,europe-west1,21.6,39.95,80097248991,82775898387,23-08-2024 18:06,26-08-2024 21:39,6.4,2742.15,2742,227586
res-XK8ZUWJA,Firestore,812.9251,GB,europe-west1,54.66,80.7,28070401971,36292263633,02-08-2024 23:18,05-08-2024 04:17,8.7,7072.45,7072,586976
res-ZYERG9LE,Cloud Memorystore,780.5168,GB,asia-east1,32.98,73.1,91751558202,95660184340,21-07-2024 06:06,25-07-2024 01:05,9.68,7555.4,7555,627065
res-0JHYJ1B4,Container Registry,652.3815,Requests,us-east1,85.02,46.63,31260176038,40765531651,15-07-2024 15:02,17-07-2024 17:56,6.72,4384,4384,363872
res-2JRVPSWP,Cloud Functions,38.2833,Hours,us-central1,1.31,91.65,62679280845,64790751395,07-07-2024 05:10,08-07-2024 19:27,4.98,190.65,191,15853
res-AP3286AB,Cloud VPC,509.2785,GB,europe-west3,76.47,34.82,95064475095,1.03174E+11,03-07-2024 14:36,08-07-2024 09:23,2.24,1140.78,1141,94703
res-9DNO9QPT,Cloud SQL,140.6604,Requests,us-central1,5.09,86.08,22144116941,24072541629,06-08-2024 07:40,11-08-2024 03:35,7.48,1052.14,1052,87316
res-J4TRG8XL,Cloud Functions,28.6167,Hours,asia-east1,88.9,43.58,51467578269,54120045491,02-08-2024 15:38,03-08-2024 20:15,4.45,127.34,127,10541
res-S6ZTAF66,Cloud Functions,50.3167,Hours,europe-west3,19.67,91.21,65677197554,70195330812,28-07-2024 04:35,30-07-2024 06:54,8.08,406.56,407,33781
res-FOA4IPAX,Cloud Spanner,305.5855,GB,asia-southeast1,24.27,80.79,79774742812,89116433619,13-08-2024 23:22,15-08-2024 03:59,6.57,2007.7,2008,166664
res-3C0U1R2L,Cloud VPN,676.7908,Requests,europe-north1,79.25,88.04,11948780908,20615994972,18-07-2024 02:47,20-07-2024 15:12,6.11,4135.19,4135,343205
res-TN5WOFB9,Pub/Sub,495.8071,Requests,europe-west1,59.62,83.14,48483886400,50532876187,08-07-2024 00:32,13-07-2024 22:38,2.51,1244.48,1244,103252
res-WVOZ77BZ,Cloud VPN,510.126,GB,asia-east1,47.74,44.67,30086018529,39239617577,06-08-2024 06:27,10-08-2024 01:25,5.27,2688.36,2688,223104
res-C2XCQI33,Container Registry,195.2324,Requests,us-east1,44.2,31.66,19782768099,28473435562,27-07-2024 12:33,31-07-2024 07:00,9.03,1762.95,1763,146329
res-2477FO6T,Cloud Data Fusion,20.3487,GB,us-west1,51.86,87.87,47040973113,53821970678,14-07-2024 05:26,16-07-2024 19:11,7.71,156.89,157,13031
res-ORDNJ24E,Kubernetes Engine,135.5667,Hours,australia-southeast1,70.13,59.73,56740180306,63344615356,08-07-2024 11:32,14-07-2024 03:06,6.03,817.47,817,67811
res-FRZUHUVP,Dataflow,42.6833,Hours,europe-west1,71.61,91.37,94416413120,99109623578,22-07-2024 14:21,24-07-2024 09:02,3.08,131.46,131,10873
res-UROCE2L7,Cloud VPC,402.5675,Requests,europe-west1,74.65,31.91,82571392245,85057712051,26-07-2024 08:27,31-07-2024 05:49,7.38,2970.95,2971,246593
res-LR7KJKOA,Cloud SQL,493.3255,GB,europe-west1,92.08,70.7,20635699503,20735805110,23-07-2024 14:06,29-07-2024 07:58,7.35,3625.94,3626,300958
